chr	pos	pos2	p.value	test.s	con.s	test.s2	con.s2	test.mC	con.mC	test.mC2	con.mC2	test.post	con.post	test.post2	con.post2	meanDiff	DM.p	DM.status	index	meanCov.test	meanCov.control
chr1	11116690	11116699	0.0188	1:1:0.5:0.5	0:0.5:0.5:0.5	1:1:0.5:1	0:0.5:0:0.5	0.82:0.88:0.78:0.44	0:0.71:0.4:0.53	0.76:0.78:0.44:0.83	0:0.62:0:0.59	0.97:1:0.57:1	1:0.53:1:1	0.7:0.97:1:0.77	1:0.8:0.97:1	0.3193	hyper	hyper	1309	21	13.5
chr1	14568634	14568641	0.0256	0.5:0.5:0:0.5	1:0.5:1:1	0.5:0.5:0.5:0	1:0.5:1:0.5	0.62:0.56:0:0.4	0.76:0.5:0.67:1	0.71:0.76:0.62:0	0.79:0.71:0.91:0.59	1:1:0.97:1	0.67:1:0.8:1	0.97:0.63:0.97:1	0.73:0.93:1:0.97	-0.3357	hypo	hypo	1522	11.5	15.5
chr1	14751648	14751658	0.0256	0:0.5:0.5:0.5	0.5:1:0.5:1	0.5:0.5:0.5:0.5	1:1:0.5:1	0:0.5:0.33:0.67	0.67:0.79:0.47:1	0.67:0.75:0.33:0.39	1:0.76:0.63:1	1:1:1:0.93	0.8:0.53:1:1	0.97:0.73:0.83:1	0.97:0.53:0.97:1	-0.3571	hypo	hypo	1654	8.5	14.5
chr1	14800847	14800863	0.007	1:1:1:1	0:0.5:0.5:0.5	0.5:1:0.5:1	0:0.5:0.5:0.5	1:1:0.83:0.75	0:0.76:0.46:0.75	0.6:1:0.67:0.75	0:0.67:0.62:0.75	1:1:0.83:0.57	1:0.73:1:0.63	0.9:1:0.53:0.8	1:0.93:0.93:0.7	0.4018	hyper	hyper	1684	6	24
chr1	14926071	14926079	0.0378	0:0.5:0:0.5	0.5:0.5:1:0.5	0:0.5:0.5:0.5	0.5:1:1:1	0:0.67:0:0.67	0.6:0.61:1:0.6	0:0.33:0.33:0.64	0.4:0.89:1:1	1:0.97:1:0.8	1:0.97:1:0.93	1:0.93:0.87:0.97	1:0.93:1:1	-0.3681	hypo	hypo	1707	17.75	7.5
chr1	14975960	14975988	0.007	1:1:0.5:1	0.5:0.5:0.5:0.5	0.5:0:1:0	0.5:0.5:0.5:0.5	1:1:0.5:1	0.43:0.7:0.33:0.68	0.6:0:1:0	0.71:0.7:0.5:0.59	1:1:1:1	1:0.8:0.97:0.73	0.97:1:1:1	0.97:0.97:1:1	0.3388	hyper	hyper	1737	2.5	17.5
chr1	15038877	15038881	0.007	0:0.5:0.5:0.5	1:1:1:1	1:0:0:1	1:1:1:1	0:0.58:0.67:0.5	0.94:1:1:1	0.84:0:0:0.83	1:0.86:1:1	1:1:0.7:0.97	1:1:1:1	1:1:1:0.87	1:1:1:1	-0.5478	hypo	hypo	1819	10.75	6.75
chr1	15077646	15077657	0.0438	0.5:1:0.5:0	0.5:0:0:0	0.5:0.5:0.5:0.5	1:1:0:0	0.68:0.85:0.7:0	0.53:0:0:0	0.63:0.62:0.75:0.5	0.8:0.83:0:0	0.6:0.67:0.77:0.97	1:1:1:1	0.8:0.93:0.7:1	0.57:0.9:1:1	0.4243	hyper	hyper	1938	20	10
chr1	15086217	15086243	0.0014	0:0:0.5:0	0.5:0.5:0.5:0.5	0:0:1:0	0.5:0.5:0.5:0.5	0:0.25:0.5:0	0.36:0.62:0.7:0.73	0:0:1:0	0.46:0.5:0.5:0.6	1:0.63:1:1	0.97:0.93:0.87:0.67	1:0.97:1:1	0.97:1:1:1	-0.4164	hypo	hypo	1982	3.25	11.75
chr1	15095847	15095853	0.0177	0:0:0:1	0.5:0.5:1:0.5	0.5:0:0:0	0.5:0.5:0:0.5	0:0:0:0.87	0.5:0.43:0.83:0.33	0.63:0:0:0	0.5:0.57:0:0.67	1:1:1:0.93	1:1:0.9:0.97	0.87:1:1:1	1:1:1:0.97	-0.3071	hypo	hypo	2000	10	4.5
chr1	15308344	15308345	0.007	0:0:0:0	0.5:0.5:1:1	0:0:0:0	0.5:1:0:0	0:0:0:0	0.51:0.33:0.78:0.75	0:0:0:0	0.5:0.8:0.12:0	1:1:1:0.97	1:0.87:0.9:0.9	1:1:1:1	1:0.87:0.93:1	-0.5926	hypo	hypo	2226	17.25	19.5
chr1	15308345	15308412	0.007	0:0:0:0	0.5:1:0:0	0:0:0:0	1:1:1:1	0:0:0:0	0.5:0.8:0.12:0	0:0:0:0	1:1:1:1	1:1:1:1	1:0.87:0.93:1	1:1:1:1	1:1:1:1	-0.3562	hypo	hypo	2227	17.75	16
chr1	15308412	15308413	2e-04	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.96:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-1	hypo	hypo	2228	12	11.25
chr1	15308422	15308450	0.0014	0:0:0.5:0.5	1:1:1:1	0:0.5:1:0	1:1:1:1	0:0:0.62:0.73	0.96:1:1:1	0:0.62:1:0	1:0.67:1:1	1:1:0.77:0.73	1:1:1:1	1:1:1:1	1:0.77:1:1	-0.653	hypo	hypo	2231	12.75	8.75
chr1	15308450	15308486	0.0014	0:0.5:1:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0.62:1:0	1:0.67:1:1	0:0:0:0	1:1:1:0.98	1:1:1:1	1:0.77:1:1	1:1:1:1	1:1:0.97:1	-0.5128	hypo	hypo	2232	8	14.25
chr1	15308486	15308495	0.0182	0:0:0:0	1:1:1:1	0:0:0.5:0	0:0.5:0.5:0	0:0:0:0	1:1:1:0.98	0:0:0.62:0	0:0.29:0.57:0.05	1:1:1:1	1:1:0.97:1	1:1:1:1	1:0.7:1:1	-0.9938	hypo	hypo	2233	8	14.25
chr1	15308845	15308866	2e-04	0:0:0:0	1:1:1:1	0.5:0:0:0.5	1:1:1:1	0:0:0:0	1:1:1:0.77	0.73:0:0:0.71	1:1:1:1	1:1:1:1	1:1:1:0.97	0.83:1:1:0.73	1:1:1:1	-0.9432	hypo	hypo	2236	15.75	14.75
chr1	15308866	15308873	0.0014	0.5:0:0:0.5	1:1:1:1	0.5:0:0:0	1:1:0:1	0.73:0:0:0.71	1:1:1:1	0.64:0:0:0.07	1:1:0:0.77	0.83:1:1:0.73	1:1:1:1	0.9:1:1:0.97	1:1:1:0.93	-0.6396	hypo	hypo	2237	15.75	14.75
chr1	15308873	15308877	0.0079	0.5:0:0:0	1:1:0:1	0:0:0:0.5	1:0.5:1:1	0.64:0:0:0.07	1:1:0:0.77	0:0:0:0.5	1:0.5:1:0.95	0.9:1:1:0.97	1:1:1:0.93	1:1:1:1	1:1:1:1	-0.5162	hypo	hypo	2238	15.75	14.75
chr1	15353428	15353429	0.0039	0.5:0.5:1:0.5	0:0:0:0.5	0.5:0.5:0.5:0.5	0:1:0:1	0.67:0.69:0.8:0.57	0:0:0.02:0.5	0.72:0.29:0.38:0.66	0:1:0:0.8	0.97:0.93:0.7:1	1:1:1:1	0.63:0.87:0.93:0.97	1:1:1:0.63	0.5523	hyper	hyper	2247	27	19.75
chr1	15353739	15353740	0.0131	1:0.5:1:1	1:0:0:0	1:0.5:1:0.5	0:0:0.5:0	0.83:0.65:1:0.89	0.79:0:0:0	0.76:0.39:1:0.6	0:0:0.61:0	0.9:0.93:1:0.8	0.63:1:1:1	0.67:1:1:1	0.97:1:1:1	0.644	hyper	hyper	2259	15.75	18.5
chr1	15436219	15436220	0.0256	0:1:0:0	1:1:1:1	1:0:1:0	1:1:1:1	0:1:0:0	1:1:1:1	1:0:0.75:0	1:1:0.95:1	1:1:1:1	1:1:1:1	1:1:0.57:1	1:1:1:1	-0.75	hypo	hypo	2367	6.75	18.25
chr1	15436220	15436221	0.007	1:0:1:0	1:1:1:1	0.5:0:0:0	1:1:1:1	1:0:0.75:0	1:1:0.95:1	0.33:0:0:0	1:0.8:0.98:1	1:1:0.57:1	1:1:1:1	0.77:1:1:1	1:0.93:1:1	-0.5503	hypo	hypo	2368	4.5	19.25
chr1	15436221	15436222	0.0025	0.5:0:0:0	1:1:1:1	0:0.5:0:0	1:1:0:1	0.33:0:0:0	1:0.8:0.98:1	0:0.33:0:0	1:1:0:0.79	0.77:1:1:1	1:0.93:1:1	1:0.7:1:1	1:1:1:0.87	-0.8604	hypo	hypo	2369	6.75	18.25
chr1	15436222	15436225	0.007	0:0.5:0:0	1:1:0:1	0:0:0:0	1:1:1:0	0:0.33:0:0	1:1:0:0.79	0:0:0:0	1:1:0.82:0	1:0.7:1:1	1:1:1:0.87	1:1:1:1	1:1:1:1	-0.614	hypo	hypo	2370	4.5	19.25
chr1	15436225	15436226	0.0406	0:0:0:0	1:1:1:0	1:0.5:0:0	1:1:1:0	0:0:0:0	1:1:0.82:0	1:0.33:0:0	1:1:1:0	1:1:1:1	1:1:1:1	1:0.77:1:1	0.97:1:1:1	-0.7062	hypo	hypo	2371	6.75	18.25
chr1	15436226	15436245	0.0101	1:0.5:0:0	1:1:1:0	0.5:0:0:0.5	1:1:1:1	1:0.33:0:0	1:1:1:0	0.67:0:0:0.75	1:1:0.72:0.81	1:0.77:1:1	0.97:1:1:1	0.67:1:1:0.53	1:1:0.87:0.97	-0.4167	hypo	hypo	2372	4.5	19.25
chr1	15436245	15436246	0.0014	0.5:0:0:0.5	1:1:1:1	0:0.5:1:0	1:1:1:1	0.67:0:0:0.75	1:1:0.72:0.81	0:0.67:0.75:0	1:0.93:1:0.89	0.67:1:1:0.53	1:1:0.87:0.97	1:0.97:0.53:1	1:1:1:1	-0.5302	hypo	hypo	2373	6.75	18.25
chr1	15436261	15436339	0.0145	0:0:0:0	0:1:1:0.5	1:0:0:0	0.5:1:1:1	0:0.09:0:0	0.1:0.83:0.79:0.29	0.93:0:0:0	0.67:1:1:1	1:1:1:1	0.97:0.93:0.87:0.73	1:1:1:1	0.7:1:1:1	-0.4812	hypo	hypo	2376	18.75	38.75
chr1	15436339	15436342	0.0039	1:0:0:0	0.5:1:1:1	0.5:0.5:0:0	1:1:1:1	0.93:0:0:0	0.67:1:1:1	0.67:0.35:0:0	1:0.95:1:1	1:1:1:1	0.7:1:1:1	0.53:0.83:1:1	1:1:1:1	-0.6834	hypo	hypo	2377	13.75	11
chr1	15436342	15436343	0.0014	0.5:0.5:0:0	1:1:1:1	0.5:0:0:0	1:0:1:1	0.67:0.35:0:0	1:0.95:1:1	0.75:0:0:0	1:0:1:1	0.53:0.83:1:1	1:1:1:1	0.57:1:1:1	1:1:1:1	-0.732	hypo	hypo	2378	13.75	11
chr1	15436343	15436349	0.0014	0.5:0:0:0	1:0:1:1	0:0:0:0	1:1:1:1	0.75:0:0:0	1:0:1:1	0:0:0:0.14	1:1:1:1	0.57:1:1:1	1:1:1:1	1:1:1:1	1:0.97:1:1	-0.5625	hypo	hypo	2379	11.25	11.25
chr1	15436349	15436350	2e-04	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0.14	1:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	1:0.97:1:1	1:1:1:1	1:1:1:1	-0.9643	hypo	hypo	2380	13.75	11
chr1	15436350	15436351	2e-04	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.95:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-1	hypo	hypo	2381	11.25	11.25
chr1	15436351	15436352	2e-04	0:0:0:0	1:1:1:1	0.5:0:0:0	1:1:1:1	0:0:0:0	1:0.95:1:1	0.42:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.9868	hypo	hypo	2382	13.75	11
chr1	15436352	15436360	2e-04	0.5:0:0:0	1:1:1:1	0:0.5:0:0	1:1:1:1	0.42:0:0:0	1:1:1:1	0:0.53:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:0.97:1:1	1:1:1:0.97	-0.8958	hypo	hypo	2383	11.25	11.25
chr1	15436360	15436361	2e-04	0:0.5:0:0	1:1:1:1	0:0.5:0.5:0	1:1:1:1	0:0.53:0:0	1:1:1:1	0.08:0.58:0.73:0	0.75:0.91:1:1	1:0.97:1:1	1:1:1:0.97	1:1:0.8:1	0.73:0.97:1:1	-0.8676	hypo	hypo	2384	13.75	11
chr1	15436361	15436362	0.0014	0:0.5:0.5:0	1:1:1:1	0.5:0.5:0:0	0.5:1:1:1	0.08:0.58:0.73:0	0.75:0.91:1:1	0.47:0.71:0:0	0.67:1:1:1	1:1:0.8:1	0.73:0.97:1:1	1:0.93:1:1	0.7:1:1:1	-0.5674	hypo	hypo	2385	11.25	11.25
chr1	15436362	15436363	0.0101	0.5:0.5:0:0	0.5:1:1:1	0:0.5:1:0.5	1:1:1:1	0.47:0.71:0:0	0.67:1:1:1	0:0.58:1:0.67	1:1:1:1	1:0.93:1:1	0.7:1:1:1	1:1:1:0.87	1:1:1:1	-0.6235	hypo	hypo	2386	13.75	11
chr1	15436363	15436364	0.0101	0:0.5:1:0.5	1:1:1:1	0:0:0.5:0	1:0:1:1	0:0.58:1:0.67	1:1:1:1	0:0:0.31:0	1:0:1:1	1:1:1:0.87	1:1:1:1	1:1:0.73:1	1:1:1:1	-0.4386	hypo	hypo	2387	11.25	11.25
chr1	15436364	15436365	0.0026	0:0:0.5:0	1:0:1:1	0:0:0:0	1:0.5:1:1	0:0:0.31:0	1:0:1:1	0:0:0:0	1:0.5:1:1	1:1:0.73:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.6719	hypo	hypo	2388	13.75	11
chr1	15436365	15436371	3e-04	0:0:0:0	1:0.5:1:1	0.5:0:0:0	1:1:1:1	0:0:0:0	1:0.5:1:1	0.53:0:0:0	1:0.95:1:0.94	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.875	hypo	hypo	2389	11.25	11.25
chr1	15436371	15436372	0.0014	0.5:0:0:0	1:1:1:1	0.5:1:0:0	1:1:1:1	0.53:0:0:0	1:0.95:1:0.94	0.75:0.79:0:0	1:1:0.67:1	1:1:1:1	1:1:1:1	0.63:0.57:1:1	1:1:0.53:0.97	-0.8379	hypo	hypo	2390	13.75	11
chr1	15436372	15436390	0.0014	0.5:1:0:0	1:1:1:1	0:0:0:0	1:1:1:1	0.75:0.79:0:0	1:1:0.67:1	0:0:0:0	1:1:1:0.69	0.63:0.57:1:1	1:1:0.53:0.97	1:1:1:1	1:1:1:0.8	-0.5318	hypo	hypo	2391	11.25	11.25
chr1	15436390	15436391	0.0014	0:0:0:0	1:1:1:1	1:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0.69	0.92:0:0.09:0	1:1:1:1	1:1:1:1	1:1:1:0.8	0.97:1:1:1	1:1:1:1	-0.9219	hypo	hypo	2392	13.75	11
chr1	15436391	15436403	0.0101	1:0:0:0	1:1:1:1	0:0:0:0	1:1:1:0	0.92:0:0.09:0	1:1:1:1	0:0:0:0	1:1:0.67:0	0.97:1:1:1	1:1:1:1	1:1:1:0.97	1:1:0.67:1	-0.7481	hypo	hypo	2393	11.25	11.25
chr1	15436403	15436404	0.0101	0:0:0:0	1:1:1:0	0:0:0.5:1	1:1:1:1	0:0:0:0	1:1:0.67:0	0:0:0.55:1	1:1:1:1	1:1:1:0.97	1:1:0.67:1	1:1:1:1	1:1:1:1	-0.6667	hypo	hypo	2394	13.75	11
chr1	15436404	15436412	0.0026	0:0:0.5:1	1:1:1:1	0:0:0:0	1:0.5:1:1	0:0:0.55:1	1:1:1:1	0:0:0:0	1:0.63:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.5:1:1	-0.6136	hypo	hypo	2395	11.25	11.25
chr1	15436412	15436413	0.0014	0:0:0:0	1:0.5:1:1	1:0:0:0	1:1:1:1	0:0:0:0	1:0.63:1:1	0.83:0:0:0	1:1:1:1	1:1:1:1	1:0.5:1:1	0.83:1:1:1	1:1:1:1	-0.9079	hypo	hypo	2396	13.75	11
chr1	15436413	15436419	0.0406	1:0:0:0	1:1:1:1	0:0:0.5:1	1:1:0:1	0.83:0:0:0	1:1:1:1	0:0:0.69:0.86	1:0.95:0:1	0.83:1:1:1	1:1:1:1	1:1:0.87:0.9	1:1:1:1	-0.7917	hypo	hypo	2397	11.25	11.25
chr1	15436419	15436420	0.0145	0:0:0.5:1	1:1:0:1	0:0.5:0:0	1:1:1:1	0:0:0.69:0.86	1:0.95:0:1	0:0.47:0:0	1:1:1:0.94	1:1:0.87:0.9	1:1:1:1	1:0.97:1:1	1:1:1:1	-0.3507	hypo	hypo	2398	13.75	11
chr1	15436420	15436443	0.0319	0:0.5:0:0	1:1:1:1	0:0:0.5:0	0:0.5:0:1	0:0.47:0:0	1:1:1:0.94	0:0:0.73:0	0:0.55:0:1	1:0.97:1:1	1:1:1:1	1:1:0.63:1	1:0.93:1:1	-0.866	hypo	hypo	2399	11.25	11.25
chr1	15436733	15436741	3e-04	0:0:0:0	1:1:1:1	0:0:0.5:0	1:1:0.5:1	0:0:0:0	1:1:1:1	0:0:0.64:0	0.82:1:0.62:1	1:1:1:1	1:1:0.97:1	1:1:0.93:1	1:1:0.63:1	-1	hypo	hypo	2401	9.5	20
chr1	15436741	15436742	5e-04	0:0:0.5:0	1:1:0.5:1	0:0.5:0:0	1:1:1:1	0:0:0.64:0	0.82:1:0.62:1	0:0.33:0:0	1:1:1:0.98	1:1:0.93:1	1:1:0.63:1	1:0.67:1:1	1:1:1:1	-0.7017	hypo	hypo	2402	9.5	20
chr1	15436742	15436764	2e-04	0:0.5:0:0	1:1:1:1	0:0:0:0.5	1:1:1:1	0:0.33:0:0	1:1:1:0.98	0:0:0:0.4	1:1:1:0.97	1:0.67:1:1	1:1:1:1	1:1:1:0.97	1:1:1:1	-0.9126	hypo	hypo	2403	7.75	19.25
chr1	15436764	15436765	0.0014	0:0:0:0.5	1:1:1:1	0.5:1:0:0	1:1:1:1	0:0:0:0.4	1:1:1:0.97	0.5:1:0:0	1:1:1:1	1:1:1:0.97	1:1:1:1	1:1:1:1	0.97:1:1:1	-0.8914	hypo	hypo	2404	9.5	20
chr1	15436765	15436777	0.0014	0.5:1:0:0	1:1:1:1	0:0.5:0:0	1:1:1:1	0.5:1:0:0	1:1:1:1	0:0.6:0:0	0.73:1:1:0.97	1:1:1:1	0.97:1:1:1	1:0.93:1:1	0.8:1:1:1	-0.625	hypo	hypo	2405	7.75	19.25
chr1	15436777	15436778	0.0014	0:0.5:0:0	1:1:1:1	0:0:0:0	1:1:1:0	0:0.6:0:0	0.73:1:1:0.97	0:0:0.29:0	1:1:1:0	1:0.93:1:1	0.8:1:1:1	1:1:0.6:1	1:1:1:1	-0.7732	hypo	hypo	2406	9.5	20
chr1	15436778	15436780	0.0014	0:0:0:0	1:1:1:0	0.5:0:0:0	1:1:1:1	0:0:0.29:0	1:1:1:0	0.5:0.2:0:0	1:1:1:0.97	1:1:0.6:1	1:1:1:1	1:0.87:1:1	1:1:1:1	-0.6786	hypo	hypo	2407	7.75	19.25
chr1	15436780	15436781	0.0026	0.5:0:0:0	1:1:1:1	0:1:0:0	1:0.5:1:1	0.5:0.2:0:0	1:1:1:0.97	0:0.83:0:0	1:0.33:1:0.95	1:0.87:1:1	1:1:1:1	1:0.93:1:1	1:0.9:1:1	-0.8164	hypo	hypo	2408	9.5	20
chr1	15436781	15436785	0.0101	0:1:0:0	1:0.5:1:1	0:0.5:0.5:0.5	1:1:1:1	0:0.83:0:0	1:0.33:1:0.95	0:0.4:0.36:0.45	1:1:1:1	1:0.93:1:1	1:0.9:1:1	1:1:0.87:0.97	1:1:1:1	-0.6127	hypo	hypo	2409	7.75	19.25
chr1	15436785	15436786	6e-04	0:0.5:0.5:0.5	1:1:1:1	0.5:0.5:0:0	1:1:0:1	0:0.4:0.36:0.45	1:1:1:1	0.67:0.67:0:0	1:1:0:1	1:1:0.87:0.97	1:1:1:1	0.93:1:1:1	1:1:1:1	-0.6966	hypo	hypo	2410	9.5	20
chr1	15436786	15436796	0.0079	0.5:0.5:0:0	1:1:0:1	0:0:0.5:0	0:1:1:1	0.67:0.67:0:0	1:1:0:1	0:0:0.64:0	0:1:0.88:0.78	0.93:1:1:1	1:1:1:1	1:1:0.87:1	1:1:0.97:1	-0.4166	hypo	hypo	2411	7.75	19.25
chr1	15436796	15436797	0.0079	0:0:0.5:0	0:1:1:1	0:0:0.5:0	0.5:1:1:1	0:0:0.64:0	0:1:0.88:0.78	0.17:0:0.71:0	0.4:1:1:0.92	1:1:0.87:1	1:1:0.97:1	0.93:1:0.7:0.97	0.97:1:1:0.97	-0.5036	hypo	hypo	2412	9.5	20
chr1	15436797	15436806	0.0438	0:0:0.5:0	0.5:1:1:1	0.5:1:0:0	1:1:1:0	0.17:0:0.71:0	0.4:1:1:0.92	0.5:1:0:0.05	1:1:1:0	0.93:1:0.7:0.97	0.97:1:1:0.97	1:1:1:1	1:1:1:1	-0.6093	hypo	hypo	2413	7.75	19.25
chr1	15436806	15436807	0.0406	0.5:1:0:0	1:1:1:0	1:0:0:0	1:1:1:1	0.5:1:0:0.05	1:1:1:0	1:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.3625	hypo	hypo	2414	9.5	20
chr1	15436807	15436808	0.0014	1:0:0:0	1:1:1:1	0:0:0:0.5	1:1:1:1	1:0:0:0	1:1:1:1	0:0:0:0.75	1:1:1:0.98	1:1:1:1	1:1:1:1	1:1:1:0.5	1:1:1:1	-0.75	hypo	hypo	2415	7.75	19.25
chr1	15436808	15436809	2e-04	0:0:0:0.5	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0.75	1:1:1:0.98	0:0:0:0	1:1:1:0.98	1:1:1:0.5	1:1:1:1	1:1:1:1	1:1:1:1	-0.8082	hypo	hypo	2416	9.5	20
chr1	15436809	15436816	0.0014	0:0:0:0	1:1:1:1	0:0:0.5:0	0:1:1:1	0:0:0:0	1:1:1:0.98	0:0:0.64:0	0:1:1:1	1:1:1:1	1:1:1:1	1:1:0.9:1	1:1:1:1	-0.9959	hypo	hypo	2417	7.75	19.25
chr1	15436816	15436817	0.0101	0:0:0.5:0	0:1:1:1	0:0.5:1:0.5	1:1:1:1	0:0:0.64:0	0:1:1:1	0:0.33:1:0.5	0.9:1:1:1	1:1:0.9:1	1:1:1:1	1:0.67:1:1	0.97:1:1:1	-0.5909	hypo	hypo	2418	9.5	20
chr1	15436817	15436828	0.0101	0:0.5:1:0.5	1:1:1:1	0:0:0:0.5	0.5:1:1:1	0:0.33:1:0.5	0.9:1:1:1	0:0:0:0.7	0.55:1:0.75:1	1:0.67:1:1	0.97:1:1:1	1:1:1:0.9	0.93:1:0.87:1	-0.5167	hypo	hypo	2419	7.75	19.25
chr1	15436828	15436829	0.0319	0:0:0:0.5	0.5:1:1:1	0:0:0:0.5	1:1:0:0	0:0:0:0.7	0.55:1:0.75:1	0:0:0:0.33	1:1:0:0	1:1:1:0.9	0.93:1:0.87:1	1:1:1:0.93	0.97:1:1:1	-0.6489	hypo	hypo	2420	9.5	20
chr1	15436829	15436853	0.0056	0:0:0:0.5	1:1:0:0	0:0.5:0.5:0.5	1:1:1:1	0:0:0:0.33	1:1:0:0	0:0.6:0.36:0.55	0.82:1:1:1	1:1:1:0.93	0.97:1:1:1	1:0.97:0.87:1	0.97:1:1:1	-0.4167	hypo	hypo	2421	7.75	19.25
chr1	15436853	15436854	2e-04	0:0.5:0.5:0.5	1:1:1:1	0.5:0:0:0	1:1:1:1	0:0.6:0.36:0.55	0.82:1:1:1	0.5:0:0:0	1:1:1:1	1:0.97:0.87:1	0.97:1:1:1	1:1:1:1	1:1:1:1	-0.5761	hypo	hypo	2422	9.5	20
chr1	15436854	15436867	0.0014	0.5:0:0:0	1:1:1:1	1:0:0.5:0	1:1:1:1	0.5:0:0:0	1:1:1:1	1:0:0.43:0	1:1:1:0.95	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.875	hypo	hypo	2423	7.75	19.25
chr1	15436867	NA	0.0286	1:0:0.5:0	1:1:1:1	NA	NA	1:0:0.43:0	1:1:1:0.95	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.6306	hypo	hypo	2424	7.75	19.25
chr1	15588532	15588541	0.0101	1:0.5:0.5:0.5	0:0:0:0.5	1:0:1:0.5	0:0:0:0	0.78:0.36:0.4:0.5	0:0:0.09:0.7	0.72:0:0.8:0.5	0:0:0:0	0.8:0.87:0.9:1	1:1:1:0.87	0.7:1:0.53:1	1:1:1:1	0.3117	hyper	hyper	2758	18.5	6.5
chr1	15588541	15588566	0.007	1:0:1:0.5	0:0:0:0	1:0.5:0.5:0	0:0:0:0	0.72:0:0.8:0.5	0:0:0:0	0.78:0.64:0.6:0	0:0:0:0	0.7:1:0.53:1	1:1:1:1	0.73:1:1:0.97	1:1:1:1	0.5055	hyper	hyper	2759	18.5	6.5
chr1	15588566	15588572	0.0406	1:0.5:0.5:0	0:0:0:0	0.5:0.5:0.5:0.5	0.5:0.5:0:0	0.78:0.64:0.6:0	0:0:0:0	0.56:0.48:0.8:0.62	0.67:0.5:0:0	0.73:1:1:0.97	1:1:1:1	1:1:0.53:1	0.93:1:1:1	0.5045	hyper	hyper	2760	18.5	6.5
chr1	15588572	15588589	0.0406	0.5:0.5:0.5:0.5	0.5:0.5:0:0	0.5:0.5:0:1	0:0:0:0	0.56:0.48:0.8:0.62	0.67:0.5:0:0	0.67:0.72:0:0.81	0:0:0:0	1:1:0.53:1	0.93:1:1:1	0.97:0.87:0.97:0.73	1:1:1:1	0.3211	hyper	hyper	2761	18.5	6.5
chr1	15588589	15588609	0.0256	0.5:0.5:0:1	0:0:0:0	0:0:0.5:0.5	0:0:0:0	0.67:0.72:0:0.81	0:0:0:0	0:0.04:0.6:0.65	0:0:0:0	0.97:0.87:0.97:0.73	1:1:1:1	1:1:1:0.6	1:1:1:1	0.5486	hyper	hyper	2762	18.5	6.5
chr1	15588628	15588636	0.0256	0:0.5:0.5:0.5	0:0:0:0	0:1:0:0.5	0:0:0:0	0:0.36:0.4:0.62	0:0:0:0	0:0.8:0:0.65	0:0:0:0	1:0.97:1:0.97	1:1:1:1	1:0.83:1:0.93	1:1:1:1	0.3438	hyper	hyper	2765	18.5	6.5
chr1	15588636	15588643	0.007	0:1:0:0.5	0:0:0:0	1:1:1:0.5	0:0:0:0	0:0.8:0:0.65	0:0:0:0	0.89:0.76:0.8:0.58	0:0:0:0	1:0.83:1:0.93	1:1:1:1	0.93:0.7:0.87:0.97	1:1:1:1	0.3635	hyper	hyper	2766	18.5	6.5
chr1	15588643	15588646	0.0014	1:1:1:0.5	0:0:0:0	0.5:1:1:0	0:0:0:0	0.89:0.76:0.8:0.58	0:0:0:0	0.61:0.72:0.8:0	0:0:0:0	0.93:0.7:0.87:0.97	1:1:1:1	1:0.53:0.9:1	1:1:1:1	0.7565	hyper	hyper	2767	18.5	6.5
chr1	15588646	15588651	0.0256	0.5:1:1:0	0:0:0:0	0.5:0:0:0.5	0:0:0:0	0.61:0.72:0.8:0	0:0:0:0	0.67:0.08:0:0.65	0:0:0:0	1:0.53:0.9:1	1:1:1:1	1:1:1:0.77	1:1:1:1	0.5328	hyper	hyper	2768	18.5	6.5
chr1	15755278	15755279	0.0438	0:0:0.5:0	1:1:0.5:0.5	1:0:0:0	0.5:0:0.5:0.5	0:0:0.47:0	0.83:0.88:0.39:0.46	0.84:0:0.02:0	0.5:0:0.5:0.62	1:1:0.97:1	0.73:0.97:1:1	0.97:1:1:1	1:1:1:1	-0.5212	hypo	hypo	2811	22.25	11.25
