chr	start	end	CpG	test1_DMRfinder-N	test1_DMRfinder-X	test2_DMRfinder-N	test2_DMRfinder-X	test3_DMRfinder-N	test3_DMRfinder-X	test4_DMRfinder-N	test4_DMRfinder-X	control1_DMRfinder-N	control1_DMRfinder-X	control2_DMRfinder-N	control2_DMRfinder-X	control3_DMRfinder-N	control3_DMRfinder-X	control4_DMRfinder-N	control4_DMRfinder-X
chr21	16438166	16438277	6	50	23	265	158	130	43	260	148	55	30	345	125	90	37	135	47
chr21	16518561	16518762	13	1172	650	518	263	294	137	141	71	338	143	213	93	NA	NA	187	90
chr21	16536432	16536766	15	795	444	119	76	193	108	476	200	50	32	497	215	146	73	51	20
chr21	16580580	16580890	9	431	179	483	191	359	172	182	80	98	24	68	37	221	98	162	82
chr21	16591159	16591219	5	25	8	360	127	170	61	NA	NA	50	26	665	284	415	86	240	108
chr21	16591747	16591882	5	252	106	152	98	140	79	80	45	NA	NA	76	33	NA	NA	92	37
chr21	16601333	16601534	7	83	56	176	111	159	102	236	134	221	117	52	17	28	11	NA	NA
chr21	16639386	16639619	16	485	268	68	33	147	70	622	278	282	148	94	48	440	179	150	69
chr21	16660875	16660932	3	96	39	30	9	330	117	36	15	NA	NA	57	15	237	76	63	21
chr21	16661682	16661844	9	159	83	205	121	232	70	169	58	567	244	743	255	628	230	117	64
chr21	16662544	16663037	17	101	60	466	197	817	399	544	257	530	201	605	301	240	138	669	390
chr21	16671084	16671152	5	210	103	60	28	70	41	100	33	NA	NA	45	24	125	51	30	8
chr21	16679967	16680103	4	108	42	24	11	27	10	51	31	105	37	255	72	36	15	354	239
chr21	16686785	16686988	7	156	75	24	13	66	25	84	37	276	151	36	19	234	129	204	127
chr21	16710160	16710362	11	285	172	137	86	NA	NA	481	215	612	264	63	33	83	44	73	37
chr21	16747161	16747229	6	150	88	24	7	306	127	60	29	240	139	54	11	120	60	NA	NA
chr21	16776302	16776504	17	31	13	NA	NA	277	105	226	109	150	64	317	155	NA	NA	77	37
chr21	16776917	16777120	10	45	14	71	31	894	512	69	29	NA	NA	629	281	123	67	585	252
chr21	16793273	16793357	4	133	60	41	13	256	166	NA	NA	108	53	22	11	NA	NA	152	61
chr21	16815114	16815184	3	24	3	105	8	36	15	NA	NA	342	137	NA	NA	33	9	174	79
chr21	16866820	16866982	7	53	24	NA	NA	52	14	175	59	356	100	58	27	235	45	240	103
chr21	16962723	16962739	3	43	27	160	88	62	41	131	52	147	58	NA	NA	164	77	55	32
chr21	16982816	16983018	13	475	219	99	53	631	297	45	19	154	96	217	113	336	138	198	92
chr21	17008367	17008537	5	72	23	111	44	239	85	593	185	371	187	149	48	27	12	218	44
chr21	17028735	17028937	9	50	29	35	15	260	110	42	19	23	8	217	101	43	19	114	42
chr21	17046288	17046423	7	90	34	NA	NA	24	8	NA	NA	42	30	156	88	210	99	36	15
chr21	17085500	17085552	3	NA	NA	28	15	126	79	151	94	NA	NA	25	6	40	17	46	31
chr21	17092728	17092866	8	763	334	182	79	308	157	21	8	49	30	98	61	35	9	56	34
chr21	17101887	17102354	42	992	434	1363	633	669	298	1001	575	2308	1043	1330	616	580	265	1408	634
chr21	17102359	17102826	76	880	441	2515	1295	3352	1514	2047	979	1594	721	864	403	2047	1000	1593	707
chr21	17111228	17111341	3	44	15	NA	NA	86	40	30	20	110	57	NA	NA	22	13	58	29
chr21	17155998	17156164	6	185	68	85	25	195	119	70	38	85	34	55	27	125	86	95	65
chr21	17205059	17205193	5	32	15	NA	NA	164	69	52	34	72	35	312	204	32	17	52	33
chr21	17228951	17229085	9	NA	NA	56	33	56	29	240	141	128	71	NA	NA	104	62	272	137
chr21	17231604	17231809	10	NA	NA	36	17	270	141	36	21	365	135	528	253	203	96	350	126
chr21	17245913	17246107	10	192	93	74	35	332	147	338	171	115	48	108	45	99	45	182	92
chr21	17280430	17280705	9	232	128	128	49	126	77	112	71	104	54	362	192	192	96	28	9
chr21	17306275	17306415	7	60	32	192	85	30	16	342	157	54	28	420	218	96	46	354	119
chr21	17320067	17320164	5	88	30	44	24	24	7	184	89	37	20	144	87	44	25	NA	NA
chr21	17367057	17367260	13	21	11	55	30	961	365	390	181	NA	NA	135	74	98	61	244	105
chr21	17369333	17369401	5	40	18	60	27	NA	NA	20	6	65	31	35	17	25	10	250	93
chr21	17377486	17377591	5	135	71	30	12	25	8	55	30	30	15	90	26	60	25	110	57
chr21	17398760	17398896	9	256	110	824	415	184	122	64	37	200	95	32	9	56	28	96	38
chr21	17399371	17399573	12	55	23	1001	537	748	385	NA	NA	99	47	165	86	1551	909	506	265
chr21	17418573	17418780	14	262	121	461	209	317	170	194	80	962	414	61	25	1986	821	318	164
chr21	17434181	17434316	5	67	24	122	70	103	34	55	39	83	47	141	61	106	56	136	55
chr21	17476869	17477005	9	168	65	352	202	NA	NA	136	93	280	128	NA	NA	136	68	112	60
chr21	17532697	17532778	4	128	46	24	8	24	5	NA	NA	160	49	84	35	196	82	364	123
chr21	17536707	17536775	6	78	31	NA	NA	NA	NA	96	56	96	18	24	6	276	107	24	10
chr21	17574730	17574870	7	24	7	276	137	138	86	24	11	NA	NA	78	39	108	53	48	25
chr21	17620039	17620172	6	55	34	75	33	45	21	NA	NA	110	68	NA	NA	360	217	165	93
chr21	17671653	17671786	6	165	90	165	68	85	41	255	114	60	30	30	18	110	59	35	27
chr21	17673492	17673560	3	27	12	NA	NA	NA	NA	NA	NA	NA	NA	93	44	60	19	45	17
chr21	17707580	17707715	9	216	103	NA	NA	312	162	520	267	NA	NA	288	140	NA	NA	536	266
chr21	17725615	17725750	10	252	135	774	396	63	27	270	132	144	61	108	40	NA	NA	333	180
chr21	17728721	17728908	7	132	69	60	42	NA	NA	708	308	66	29	162	109	174	84	NA	NA
chr21	17729501	17729614	11	120	68	260	143	70	43	490	204	1710	810	540	330	370	178	390	157
chr21	17741589	17741724	6	90	36	60	32	45	25	245	165	NA	NA	180	104	40	21	85	32
chr21	17758446	17758581	6	125	43	80	42	235	99	145	86	255	107	190	101	85	42	NA	NA
chr21	17763041	17763122	4	40	16	32	15	NA	NA	NA	NA	NA	NA	NA	NA	156	78	40	13
chr21	17791516	17791594	4	148	74	NA	NA	224	94	176	76	192	40	256	50	224	103	56	28
chr21	17866154	17866324	4	24	9	NA	NA	42	21	NA	NA	NA	NA	NA	NA	24	13	NA	NA
chr21	17927367	17927571	8	270	150	238	127	36	6	506	185	589	350	NA	NA	241	80	239	67
chr21	17929021	17929155	7	144	83	228	121	84	45	126	66	NA	NA	306	170	NA	NA	744	319
chr21	17935881	17935987	4	NA	NA	285	154	NA	NA	24	8	63	29	30	6	123	56	114	66
chr21	17936429	17936478	5	45	21	30	9	55	24	65	30	50	19	230	70	105	50	115	65
chr21	17947776	17948134	12	375	185	155	44	80	30	280	132	170	99	30	16	220	111	175	103
chr21	17960484	17960618	5	68	33	84	53	NA	NA	108	55	40	23	36	18	88	54	40	27
chr21	17988994	17989062	7	98	43	35	17	35	12	287	154	357	117	259	142	126	50	238	104
chr21	17998833	17999038	9	229	94	461	190	207	113	454	222	NA	NA	68	28	32	16	154	65
chr21	17999768	17999901	5	244	89	304	163	88	47	168	67	116	54	108	34	576	287	40	18
chr21	18010754	18010858	5	248	122	80	26	152	72	NA	NA	76	45	24	15	612	383	28	9
chr21	18032643	18032843	10	71	18	NA	NA	79	36	99	56	107	54	NA	NA	161	57	318	119
chr21	18040287	18040337	4	288	160	NA	NA	76	40	72	31	84	34	28	14	NA	NA	36	12
chr21	18102467	18102672	15	723	457	731	396	34	19	493	248	562	287	181	83	112	61	77	22
chr21	18121390	18121457	5	415	107	50	15	520	241	275	93	55	28	50	18	115	47	115	28
chr21	18137018	18137153	7	390	219	120	60	108	53	108	47	72	37	174	101	42	16	126	28
chr21	18286201	18286336	5	52	23	88	33	76	40	92	57	60	26	NA	NA	96	66	NA	NA
chr21	18290095	18290173	5	22	11	NA	NA	NA	NA	NA	NA	136	81	NA	NA	345	206	NA	NA
chr21	18290300	18290373	3	30	6	44	10	72	10	322	112	53	22	NA	NA	366	86	75	26
chr21	18419402	18419535	3	46	20	124	69	30	16	56	28	130	84	NA	NA	NA	NA	NA	NA
chr21	18427071	18427167	3	34	9	22	8	63	31	124	43	35	22	NA	NA	220	89	595	205
chr21	18497285	18497450	3	39	20	81	33	56	9	35	16	28	11	136	66	101	55	49	28
chr21	18497588	18497679	3	54	27	46	11	134	38	61	20	259	57	79	34	48	28	97	38
chr21	18504641	18504702	3	90	45	90	40	NA	NA	60	14	63	23	30	6	51	9	45	6
chr21	18535921	18536109	8	184	75	40	24	40	18	240	155	144	47	NA	NA	63	31	64	25
chr21	18542162	18542300	7	NA	NA	312	189	516	336	162	93	312	190	90	24	198	69	NA	NA
chr21	18589202	18589307	4	96	51	99	50	NA	NA	96	44	33	21	81	37	NA	NA	75	37
chr21	18612523	18612603	4	56	18	156	25	72	12	32	16	52	10	24	10	80	24	NA	NA
chr21	18665035	18665428	19	326	188	99	56	110	53	223	112	139	62	665	350	868	529	513	283
chr21	18699904	18700072	7	66	27	360	153	NA	NA	48	26	180	98	216	134	186	110	234	78
chr21	18708275	18708479	7	283	179	64	32	143	78	116	61	269	107	137	68	94	56	737	390
chr21	18709019	18709087	3	78	26	NA	NA	132	56	60	22	126	34	642	197	117	56	27	4
chr21	18724902	18724970	3	270	113	141	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr21	18733399	18733483	5	NA	NA	105	62	545	186	NA	NA	195	88	NA	NA	35	12	380	181
chr21	18736349	18736550	7	192	111	366	129	216	104	516	320	222	116	42	17	48	29	30	9
chr21	18746397	18746576	4	42	20	318	141	NA	NA	51	40	69	19	39	24	207	74	234	90
chr21	18748460	18748840	24	479	247	246	107	238	108	405	226	678	404	1536	757	973	447	1050	478
chr21	18776825	18776941	5	NA	NA	332	146	104	51	452	270	48	30	80	53	156	90	64	30
chr21	18782641	18782690	3	144	15	99	40	27	11	483	177	198	28	81	10	156	43	72	37
chr21	18797803	18798006	8	49	30	103	40	91	25	28	13	183	75	132	57	59	26	140	58
chr21	18805523	18805734	9	78	29	426	233	231	113	258	133	240	116	432	156	285	120	312	115
chr21	18809827	18809894	5	45	19	100	50	65	20	250	121	110	45	185	67	205	56	405	121
chr21	18817513	18817647	6	385	174	255	141	155	77	235	103	40	21	145	68	325	160	580	355
chr21	18822897	18823218	14	382	161	285	127	863	412	362	192	318	150	203	94	223	94	440	191
chr21	18826050	18826416	21	391	167	707	407	694	319	262	107	700	402	408	162	299	168	281	152
chr21	18829667	18829845	6	47	29	177	62	191	51	308	88	142	35	69	38	36	19	134	46
chr21	18835171	18835305	9	312	196	48	24	NA	NA	392	190	224	123	32	13	720	274	144	78
chr21	18837669	18837869	8	182	83	98	43	49	23	77	48	315	168	217	96	546	258	NA	NA
chr21	18839261	18839394	5	180	114	304	121	116	41	44	30	172	79	92	30	36	17	160	94
chr21	18849967	18850193	12	114	71	237	134	264	127	276	132	126	64	513	323	230	92	240	118
chr21	18853120	18853323	6	73	33	37	16	157	95	552	234	106	66	210	91	180	75	NA	NA
chr21	18857530	18857664	12	22	10	198	109	517	236	836	547	132	69	165	70	341	188	363	126
chr21	18866828	18866868	3	30	11	39	18	21	7	36	11	NA	NA	48	11	24	6	NA	NA
chr21	18874504	18874620	4	183	86	NA	NA	NA	NA	183	102	99	24	60	31	141	55	24	16
chr21	18879021	18879224	14	103	66	129	64	NA	NA	129	55	398	172	845	444	614	299	1598	893
chr21	18881151	18881216	3	48	8	27	7	54	14	99	30	168	77	87	45	NA	NA	147	57
chr21	18882854	18883142	12	451	200	219	77	463	231	349	128	79	28	441	175	368	119	624	278
chr21	18885530	18885978	50	940	366	1330	476	952	440	2721	1161	936	21	1444	47	2511	144	1546	88
chr21	18887683	18887744	4	212	177	50	43	73	47	38	24	NA	NA	108	82	267	250	106	96
chr21	18887851	18888048	13	204	161	69	58	23	23	224	218	237	200	233	174	315	231	NA	NA
chr21	18900687	18901021	19	746	567	1056	798	803	707	142	109	342	304	51	35	456	364	723	523
chr21	18901731	18901934	5	72	51	544	374	120	84	NA	NA	264	186	236	155	192	174	NA	NA
chr21	18902853	18902988	5	56	54	64	43	80	70	304	262	68	64	84	62	240	191	24	20
chr21	18906517	18906708	8	NA	NA	1071	771	228	148	290	164	140	120	117	52	294	200	314	275
chr21	18910412	18910480	4	40	27	24	18	188	61	156	100	20	7	32	19	NA	NA	28	17
chr21	18913588	18913731	12	44	31	682	598	418	333	44	37	198	178	726	621	55	45	143	116
chr21	18935981	18936183	12	462	421	156	112	294	215	198	137	324	257	138	73	174	127	300	211
chr21	18952686	18952897	7	102	97	162	149	240	227	48	44	491	452	54	43	48	39	186	167
chr21	18976483	18976687	10	47	36	364	292	1578	1228	343	246	258	226	373	215	84	17	772	634
chr21	18984280	18984482	10	220	180	NA	NA	577	454	859	674	594	399	NA	NA	633	439	44	34
chr21	18984619	18984966	43	1255	820	981	632	329	192	1505	858	1310	36	705	37	1837	56	1029	51
chr21	18984981	18985318	44	1368	808	1394	953	273	173	655	444	2205	138	1252	104	1004	17	822	52
chr21	18985329	18985668	33	1585	1002	578	426	734	528	80	33	136	10	964	74	1040	12	1089	113
chr21	19004907	19005043	9	NA	NA	696	608	24	20	272	221	248	205	672	595	128	120	NA	NA
chr21	19034837	19034967	11	253	229	NA	NA	NA	NA	33	26	836	770	132	120	132	122	NA	NA
chr21	19040716	19040722	3	66	65	181	179	27	21	61	46	119	114	43	36	58	52	121	103
chr21	19049363	19049480	5	20	14	NA	NA	NA	NA	296	284	112	109	68	57	400	387	NA	NA
chr21	19065755	19065893	9	72	63	280	227	624	595	128	124	784	712	608	539	NA	NA	408	364
chr21	19066512	19066682	11	NA	NA	330	309	450	435	350	286	60	48	260	204	40	38	410	323
chr21	19090317	19090389	4	68	39	48	36	88	66	84	60	NA	NA	80	59	60	31	244	145
chr21	19091937	19091987	3	141	88	36	24	NA	NA	NA	NA	NA	NA	45	28	63	37	45	30
chr21	19092446	19092495	5	40	31	NA	NA	20	15	65	52	55	41	120	93	35	22	NA	NA
chr21	19092652	19092701	4	NA	NA	48	31	36	23	20	15	76	53	NA	NA	NA	NA	128	58
chr21	19094955	19095166	6	64	62	45	36	120	95	337	331	355	304	326	290	98	90	170	152
chr21	19108084	19108219	8	112	95	91	86	287	258	28	25	287	273	266	238	NA	NA	91	88
chr21	19117115	19117346	10	45	33	105	91	40	28	230	184	870	685	300	234	600	564	270	213
chr21	19117892	19117960	3	66	22	27	16	42	19	51	34	NA	NA	51	30	33	22	NA	NA
chr21	19130093	19130322	12	963	719	228	216	261	222	222	181	258	191	489	356	153	130	243	199
chr21	19138431	19138634	9	423	357	109	85	103	93	814	792	102	97	331	287	229	215	546	443
chr21	19191199	19191578	36	692	161	1552	317	1945	399	759	138	2776	507	1134	172	349	95	1353	313
chr21	19191608	19191991	46	796	146	2019	358	1221	202	877	89	1522	255	1595	322	1011	274	578	96
chr21	19205837	19206040	13	127	49	287	82	984	87	258	60	626	142	405	118	869	199	1297	109
chr21	19256645	19256719	7	NA	NA	126	28	301	61	147	40	91	14	133	9	252	37	21	8
chr21	19267733	19267801	4	NA	NA	28	10	NA	NA	48	14	128	0	44	0	44	20	80	0
chr21	19279947	19280085	7	90	17	36	6	NA	NA	246	40	618	181	288	18	426	61	NA	NA
chr21	19310888	19311090	14	96	21	916	96	NA	NA	509	80	293	75	1054	155	48	10	816	187
chr21	19317316	19317385	4	44	5	48	18	64	22	48	0	288	93	160	0	24	0	24	4
chr21	19365104	19365265	8	147	26	168	30	NA	NA	49	4	154	17	343	109	189	56	70	13
chr21	19371026	19371260	4	180	49	69	8	90	16	183	67	234	67	122	26	146	57	110	42
chr21	19375162	19375246	8	80	20	24	0	NA	NA	128	45	144	1	NA	NA	NA	NA	NA	NA
chr21	19382471	19382538	5	100	9	30	8	110	19	125	26	165	26	855	95	NA	NA	505	65
chr21	19443588	19443758	5	288	74	232	77	36	6	400	71	80	10	460	71	184	19	192	14
chr21	19517475	19517610	8	56	12	273	32	175	28	42	6	154	16	623	70	NA	NA	161	51
chr21	19522791	19522846	3	51	5	NA	NA	69	0	24	2	NA	NA	39	0	NA	NA	99	24
chr21	19539787	19539921	5	240	35	144	16	292	113	128	8	44	13	48	11	NA	NA	112	15
chr21	19543713	19543819	8	NA	NA	56	21	136	13	192	43	216	37	48	4	NA	NA	144	31
chr21	19569786	19569857	3	54	13	228	0	66	0	90	2	39	4	90	19	342	35	42	2
chr21	19574214	19574417	11	308	67	319	67	166	44	488	65	173	24	515	48	187	25	75	15
chr21	19617246	19617439	23	123	30	36	18	589	132	1435	294	432	39	353	67	497	48	247	28
chr21	19617933	19618104	9	256	124	128	91	NA	NA	56	42	NA	NA	232	192	216	156	64	40
chr21	19644763	19644966	8	219	127	166	141	272	181	704	462	31	21	143	97	134	85	174	131
chr21	19649329	19649378	3	NA	NA	66	40	NA	NA	NA	NA	NA	NA	84	46	120	21	96	50
chr21	19650963	19651013	3	36	18	228	100	162	63	180	107	372	58	39	22	NA	NA	33	20
chr21	19654270	19654339	6	366	258	210	132	84	51	48	32	36	23	258	154	108	61	NA	NA
chr21	19660950	19661148	8	49	27	318	247	143	100	84	60	NA	NA	NA	NA	180	121	30	25
chr21	19661551	19661685	4	NA	NA	120	83	NA	NA	45	33	21	11	NA	NA	NA	NA	189	107
chr21	19677706	19677800	7	77	51	21	15	98	72	111	69	159	88	NA	NA	97	48	NA	NA
chr21	19691838	19692041	10	160	105	25	14	631	465	320	196	71	47	45	29	142	92	192	127
chr21	19693762	19693962	12	100	71	50	36	1190	845	551	376	228	174	299	207	201	145	574	384
chr21	19703111	19703314	12	195	121	39	33	NA	NA	580	409	231	184	60	37	70	60	NA	NA
chr21	19791635	19791837	10	74	45	242	115	298	171	700	533	32	23	516	336	258	152	80	62
chr21	19795886	19796028	9	240	182	456	371	504	347	352	259	168	126	88	58	312	235	24	15
chr21	19812417	19812546	10	20	11	NA	NA	110	75	110	84	50	43	330	239	170	123	60	42
chr21	19958624	19958828	14	912	583	499	283	385	277	170	129	36	27	72	50	225	153	411	297
chr21	19969235	19969340	4	54	44	138	110	NA	NA	36	19	270	141	NA	NA	24	12	69	59
chr21	20041275	20041411	6	NA	NA	140	117	45	31	45	30	380	305	NA	NA	570	335	55	45
chr21	20124059	20124193	11	1400	1011	320	237	250	147	60	33	110	53	20	12	150	101	90	68
chr21	20131817	20131858	3	20	14	92	53	32	27	143	97	37	24	NA	NA	89	45	47	38
chr21	20131984	20132022	3	25	23	78	31	38	27	137	79	43	23	NA	NA	81	36	53	42
chr21	20132333	20132430	6	228	157	NA	NA	NA	NA	215	141	207	165	248	147	55	41	151	111
chr21	20137280	20137325	4	NA	NA	172	71	52	15	44	19	48	19	176	110	28	16	48	27
chr21	20164203	20164347	10	423	357	207	146	54	37	261	221	27	19	171	115	1341	968	54	48
chr21	20173281	20173347	5	345	112	50	19	80	47	560	302	110	77	60	42	125	62	NA	NA
chr21	20192903	20193056	8	NA	NA	112	86	NA	NA	70	41	28	18	385	252	413	339	294	251
chr21	20220098	20220213	4	60	38	NA	NA	NA	NA	243	166	33	28	210	113	45	29	24	20
chr21	20299740	20299874	8	462	330	56	38	189	110	196	139	448	221	266	206	378	270	287	188
chr21	20393719	20393753	3	155	130	27	15	150	89	69	48	99	63	37	31	51	41	NA	NA
chr21	20393866	20394138	18	579	441	272	188	622	524	237	188	291	200	185	133	1013	652	208	141
chr21	20454408	20454542	6	230	148	100	70	395	267	NA	NA	560	249	NA	NA	65	44	220	137
chr21	20499648	20499728	5	NA	NA	NA	NA	110	84	80	51	NA	NA	265	161	80	55	195	142
chr21	20500625	20500762	9	720	417	208	163	184	101	152	112	240	183	104	65	136	87	48	38
chr21	20552746	20552838	4	NA	NA	111	22	NA	NA	NA	NA	NA	NA	108	50	174	77	40	26
chr21	20556031	20556224	8	162	91	190	128	263	199	284	183	230	179	55	26	48	30	478	344
chr21	20576877	20577015	6	90	54	285	223	545	360	135	104	205	90	260	161	130	91	40	22
chr21	20586346	20586451	10	20	16	240	163	330	223	70	55	140	109	NA	NA	120	86	60	33
chr21	20606263	20606396	6	35	25	225	138	30	19	110	73	155	113	135	116	25	16	105	72
chr21	20617490	20617656	7	180	118	90	67	NA	NA	24	16	NA	NA	594	384	144	108	66	37
chr21	20657418	20657489	5	65	35	50	32	265	180	265	155	380	212	25	19	125	93	240	115
chr21	20677630	20677758	4	108	57	195	150	84	52	60	51	111	97	93	66	66	45	81	37
chr21	20700637	20700747	7	147	114	273	162	126	104	42	24	NA	NA	NA	NA	49	38	56	35
chr21	20703517	20703767	17	26	18	384	259	79	67	193	103	107	75	79	51	138	83	709	539
chr21	20704287	20704512	4	106	49	206	152	240	115	78	46	84	51	216	121	324	102	30	16
chr21	20725145	20725278	5	184	109	44	38	NA	NA	20	12	100	72	264	176	NA	NA	32	22
chr21	20789903	20790104	13	159	81	246	159	293	178	358	265	50	27	341	234	234	177	123	92
chr21	20802983	20803035	5	20	9	20	12	230	104	25	16	80	41	305	186	75	44	45	14
chr21	20831229	20831373	9	176	137	344	238	120	99	440	339	656	470	48	43	112	72	144	104
chr21	20865955	20866250	24	1027	755	418	245	596	443	656	435	1596	950	319	199	375	285	152	91
chr21	20933819	20933923	8	49	30	35	23	84	63	49	29	399	254	77	60	182	104	343	262
chr21	20946589	20946732	12	418	306	1078	787	990	790	297	192	231	154	209	145	275	178	209	136
chr21	20964121	20964189	3	81	37	NA	NA	NA	NA	138	51	33	20	36	17	51	24	84	33
chr21	21015128	21015331	9	529	333	32	17	110	52	104	65	237	129	31	23	NA	NA	32	20
chr21	21021782	21021963	7	NA	NA	66	52	90	70	168	136	132	73	48	39	378	314	42	36
chr21	21132141	21132402	15	567	372	546	379	616	315	903	610	210	140	343	225	490	370	441	342
chr21	21135583	21135785	12	178	127	209	137	42	20	30	25	614	432	81	67	282	209	701	426
chr21	21141774	21141947	7	126	67	186	142	204	160	156	106	120	74	240	192	258	207	402	341
chr21	21167713	21167844	8	238	184	532	380	287	228	91	64	336	253	119	89	56	36	91	63
chr21	21197928	21198067	6	115	73	260	177	40	28	40	34	95	69	70	52	35	31	110	83
chr21	21215931	21216007	5	225	156	45	20	NA	NA	35	22	60	31	120	67	70	43	420	239
chr21	21219003	21219148	8	28	17	189	110	266	194	21	15	609	411	399	262	189	130	133	92
chr21	21257259	21257465	8	78	49	NA	NA	364	282	74	43	406	264	NA	NA	55	46	130	103
chr21	21258993	21259197	8	152	94	156	101	240	191	96	51	136	81	152	101	116	80	312	153
chr21	21276752	21276960	5	104	64	NA	NA	308	229	112	69	36	28	68	43	NA	NA	104	83
chr21	21284866	21284934	5	35	23	NA	NA	260	134	95	37	370	134	30	18	325	162	455	218
chr21	21300974	21301176	12	54	39	76	59	196	150	271	206	642	538	44	32	164	121	33	20
chr21	21311382	21311586	11	NA	NA	386	320	29	21	189	109	27	20	485	326	99	89	588	344
chr21	21343095	21343152	3	258	168	NA	NA	27	12	28	18	47	38	82	64	194	177	56	47
chr21	21370114	21370284	9	441	296	87	54	177	95	174	112	108	71	246	144	195	119	387	267
chr21	21374155	21374294	10	144	91	153	97	45	32	81	63	540	389	558	340	387	296	27	15
chr21	21384598	21384769	7	108	90	36	33	24	20	270	175	174	140	NA	NA	246	181	168	98
chr21	21386857	21386991	10	117	95	927	740	126	89	36	26	495	314	450	281	108	82	180	137
chr21	21390910	21391111	14	185	145	59	42	245	178	178	112	208	139	558	357	139	88	362	286
chr21	21412176	21412383	11	180	119	30	23	NA	NA	330	214	170	125	500	302	490	360	80	62
chr21	21433837	21434035	14	124	73	361	213	881	583	604	461	627	342	288	200	213	142	259	161
chr21	21450950	21451121	10	198	143	108	51	NA	NA	180	84	99	63	252	193	171	131	378	223
chr21	21464121	21464254	8	NA	NA	123	58	25	13	NA	NA	221	103	125	69	105	66	162	107
chr21	21467760	21467813	4	102	91	34	15	20	9	56	47	NA	NA	222	128	154	51	106	86
chr21	21477378	21477596	8	170	94	257	138	136	95	189	118	288	180	136	67	66	45	104	62
chr21	21491536	21491579	4	20	10	68	26	NA	NA	180	115	284	194	NA	NA	24	15	164	69
chr21	21496151	21496351	11	558	310	610	300	684	427	468	245	394	232	33	17	125	67	247	142
chr21	21506049	21506262	6	30	18	170	144	106	55	137	96	25	17	139	110	188	109	386	281
chr21	21519278	21519348	5	280	158	35	24	70	33	410	252	540	291	205	136	495	224	40	20
chr21	21552241	21552443	13	437	316	272	229	701	459	493	382	49	31	188	143	647	474	332	218
chr21	21594307	21594509	11	NA	NA	382	256	233	146	61	25	350	200	197	130	669	387	90	55
chr21	21598575	21598643	3	54	20	75	43	267	70	NA	NA	99	59	84	35	45	27	NA	NA
chr21	21616498	21616703	12	242	151	198	151	253	168	517	385	968	758	NA	NA	198	136	3025	2170
chr21	21623361	21623457	4	186	75	106	61	184	136	205	139	131	74	32	23	NA	NA	NA	NA
chr21	21643302	21643460	4	105	59	39	34	NA	NA	111	65	150	106	93	56	186	166	NA	NA
chr21	21746874	21747008	10	1530	1241	153	89	36	24	864	536	423	288	108	56	180	126	486	365
chr21	21775642	21775835	7	60	40	210	154	138	95	150	132	NA	NA	198	150	132	84	30	23
chr21	21798215	21798345	5	116	84	176	141	140	89	132	103	NA	NA	548	283	180	131	456	392
chr21	21805925	21806008	3	21	14	NA	NA	58	34	164	98	33	4	34	21	154	43	107	50
chr21	21815352	21815542	14	91	57	493	337	143	109	39	27	517	318	338	189	64	46	350	220
chr21	21863082	21863289	8	35	27	126	89	805	497	49	40	NA	NA	49	31	469	336	364	242
chr21	21865908	21865976	5	50	26	NA	NA	85	58	100	48	135	64	75	46	NA	NA	215	64
chr21	21890761	21890871	4	30	24	30	24	72	60	75	54	147	115	42	26	30	19	36	22
chr21	21947531	21947598	3	NA	NA	27	14	NA	NA	21	5	NA	NA	129	79	NA	NA	42	12
